,year,export_value,import_value,location_code,partner_code,hs_product_code,location_id,location_name_short_en
6495,2017,377099876,10377640017,AUS,CHN,7,14,Australia
6496,2011,1299345003,8989947739,AUS,USA,7,14,Australia
6497,2012,1290576138,9903996066,AUS,USA,7,14,Australia
6498,2011,5102974464,5633579520,AUS,ANS,9,14,Australia
6499,2013,7551536640,4529554432,AUS,ANS,9,14,Australia
6500,2017,7247065600,10860507136,AUS,ANS,9,14,Australia
6501,2011,3479228902,7446527057,AUS,CHN,0,14,Australia
6502,2012,3521895938,8365057787,AUS,CHN,0,14,Australia
6503,2013,3253912939,8613515040,AUS,CHN,0,14,Australia
6504,2014,2351114347,9018540295,AUS,CHN,0,14,Australia
6505,2015,1771296371,9107124717,AUS,CHN,0,14,Australia
6506,2016,1791496754,8547775899,AUS,CHN,0,14,Australia
6507,2017,2185732195,8911466768,AUS,CHN,0,14,Australia
6508,2015,10303483593,1192511614,AUS,CHN,2,14,Australia
6509,2007,9991260019,456254750,BRA,CHN,3,32,Brazil
6510,2008,16649761046,1132431679,BRA,CHN,3,32,Brazil
6511,2009,14127326494,62681792,BRA,CHN,3,32,Brazil
6512,2010,19085242129,337669711,BRA,CHN,3,32,Brazil
6513,2011,26230387879,407396974,BRA,CHN,3,32,Brazil
6514,2012,22223947804,222374592,BRA,CHN,3,32,Brazil
6515,2013,21990790737,226920126,BRA,CHN,3,32,Brazil
6516,2014,18683481095,224487617,BRA,CHN,3,32,Brazil
6517,2015,12959744919,270511149,BRA,CHN,3,32,Brazil
6518,2016,14308089348,174079958,BRA,CHN,3,32,Brazil
6519,2017,20439593501,233452734,BRA,CHN,3,32,Brazil
6520,2012,17626577,10596907735,BRA,NGA,3,32,Brazil
6521,2010,6710509858,4420966486,BRA,USA,3,32,Brazil
6522,2011,8561106035,6807048491,BRA,USA,3,32,Brazil
6523,2012,8277360381,7542681321,BRA,USA,3,32,Brazil
6524,2013,5432119183,6464851475,BRA,USA,3,32,Brazil
6525,2014,6046835451,7387455815,BRA,USA,3,32,Brazil
6526,2017,4310439079,8748105345,BRA,USA,3,32,Brazil
6527,2008,5653111194,4389777066,BRA,ARG,6,32,Brazil
6528,2010,6650341319,6246739302,BRA,ARG,6,32,Brazil
6529,2011,8485944190,7299360417,BRA,ARG,6,32,Brazil
6530,2012,6950230418,7395408493,BRA,ARG,6,32,Brazil
6531,2013,9035768992,8079565759,BRA,ARG,6,32,Brazil
6532,2014,5329890808,6643668232,BRA,ARG,6,32,Brazil
6533,2017,8708810014,3705827017,BRA,ARG,6,32,Brazil
6534,2006,3258905479,6749704480,BRA,USA,7,32,Brazil
6535,2007,2786683675,8345978639,BRA,USA,7,32,Brazil
6536,2008,2780114911,10653639707,BRA,USA,7,32,Brazil
6537,2010,2131584734,9049341489,BRA,USA,7,32,Brazil
6538,2011,2734428867,10569712932,BRA,USA,7,32,Brazil
6539,2012,2964511399,10081573246,BRA,USA,7,32,Brazil
6540,2013,2519946124,9758222312,BRA,USA,7,32,Brazil
6541,2014,2610228696,9079109372,BRA,USA,7,32,Brazil
6542,2008,9817919324,633911013,BRA,CHN,1,32,Brazil
6543,2009,9628672433,555459990,BRA,CHN,1,32,Brazil
6544,2010,11323363825,1113142677,BRA,CHN,1,32,Brazil
6545,2011,16091382661,1492070484,BRA,CHN,1,32,Brazil
6546,2012,17750411530,1545087801,BRA,CHN,1,32,Brazil
6547,2013,22909016684,1751152847,BRA,CHN,1,32,Brazil
6548,2014,22308960097,1632657981,BRA,CHN,1,32,Brazil
6549,2015,21247308573,1385861761,BRA,CHN,1,32,Brazil
6550,2016,20594482761,1198691004,BRA,CHN,1,32,Brazil
6551,2017,26414575126,1294746174,BRA,CHN,1,32,Brazil
6552,2010,2152202593,8410417202,BRA,USA,5,32,Brazil
6553,2011,2505386668,9492729073,BRA,USA,5,32,Brazil
6554,2012,2416696208,9683234686,BRA,USA,5,32,Brazil
6555,2013,2189110300,10172612036,BRA,USA,5,32,Brazil
6556,2014,2235099159,10267848892,BRA,USA,5,32,Brazil
6557,2015,1932160625,8561737932,BRA,USA,5,32,Brazil
6558,2017,2598343410,8111710558,BRA,USA,5,32,Brazil
6559,2011,13167143627,2379928703,IDN,CHN,3,103,Indonesia
6560,2012,16569550528,1994672327,IDN,CHN,3,103,Indonesia
6561,2013,17377984700,2752708523,IDN,CHN,3,103,Indonesia
6562,2014,9813415536,2265172459,IDN,CHN,3,103,Indonesia
6563,2005,11025687664,46180737,IDN,JPN,3,103,Indonesia
6564,2006,13151008673,51848729,IDN,JPN,3,103,Indonesia
6565,2007,13828310606,77195085,IDN,JPN,3,103,Indonesia
6566,2008,18854490159,225076117,IDN,JPN,3,103,Indonesia
6567,2009,11405153361,75830050,IDN,JPN,3,103,Indonesia
6568,2010,15461765379,107649277,IDN,JPN,3,103,Indonesia
6569,2011,20301635005,227059431,IDN,JPN,3,103,Indonesia
6570,2012,18041012411,109887928,IDN,JPN,3,103,Indonesia
6571,2013,15528430706,251226908,IDN,JPN,3,103,Indonesia
6572,2014,12365724202,115145066,IDN,JPN,3,103,Indonesia
6573,2010,9177223533,3016602361,IDN,KOR,3,103,Indonesia
6574,2011,12277780684,6342759647,IDN,KOR,3,103,Indonesia
6575,2012,11131706043,5430350860,IDN,KOR,3,103,Indonesia
6576,2013,7998573511,3339712159,IDN,KOR,3,103,Indonesia
6577,2014,7067484221,3894408477,IDN,KOR,3,103,Indonesia
6578,2008,3382762818,10215951327,IDN,SGP,3,103,Indonesia
6579,2010,4217436188,9869086508,IDN,SGP,3,103,Indonesia
6580,2011,7221441042,15072058868,IDN,SGP,3,103,Indonesia
6581,2012,6590331204,14440138474,IDN,SGP,3,103,Indonesia
6582,2013,6469937670,13923920729,IDN,SGP,3,103,Indonesia
6583,2014,6756775646,13944095106,IDN,SGP,3,103,Indonesia
6584,2015,3777468760,8047857232,IDN,SGP,3,103,Indonesia
6585,2017,3429235698,7738769198,IDN,SGP,3,103,Indonesia
6586,2008,2685454803,8662647880,IDN,SGP,7,103,Indonesia
6587,2011,1803900318,9391936298,IDN,SGP,7,103,Indonesia
6588,2012,1810877974,9833641009,IDN,SGP,7,103,Indonesia
6589,2013,1673432097,8976832319,IDN,SGP,7,103,Indonesia
6590,2017,8106891315,2969579870,IDN,CHN,1,103,Indonesia
6591,2008,2794843370,7214701436,IDN,SGP,8,103,Indonesia
6592,2008,17447530230,130610333,IRN,CHN,3,107,Iran
6593,2010,14502895765,81439257,IRN,CHN,3,107,Iran
6594,2007,11986207612,94746297,IRN,CHN,3,107,Iran
6595,2016,10559749710,88882253,IRN,CHN,3,107,Iran
6596,2009,10946840707,33671298,IRN,CHN,3,107,Iran
6597,2011,24556976191,74704159,IRN,CHN,3,107,Iran
6598,2012,19888772387,69919705,IRN,CHN,3,107,Iran
6599,2013,19591776787,114510668,IRN,CHN,3,107,Iran
6600,2014,22471876630,487552728,IRN,CHN,3,107,Iran
6601,2015,11812484548,215329805,IRN,CHN,3,107,Iran
6602,2017,13727065849,119585737,IRN,CHN,3,107,Iran
6603,2008,12384176362,988575939,IRN,IND,3,107,Iran
6604,2012,10912891032,37701809,IRN,IND,3,107,Iran
6605,2005,16976559959,5575552,IRN,JPN,3,107,Iran
6606,2008,17166636098,873491,IRN,JPN,3,107,Iran
6607,2010,10487197604,945126,IRN,JPN,3,107,Iran
6608,2006,15029871918,549935,IRN,JPN,3,107,Iran
6609,2007,11833286787,9250253,IRN,JPN,3,107,Iran
6610,2011,12164386067,963093,IRN,JPN,3,107,Iran
6611,2011,10318983234,72854224,IRN,KOR,3,107,Iran
6612,2010,36062691343,4755210,IRN,TWN,3,107,Iran
6613,2006,14051877456,60921792,IRN,TWN,3,107,Iran
6614,2016,32006358776,191793,IRN,TWN,3,107,Iran
6615,2011,46383043259,1907100,IRN,TWN,3,107,Iran
6616,2013,25386024963,157641,IRN,TWN,3,107,Iran
6617,2014,49683288833,143867,IRN,TWN,3,107,Iran
6618,2017,44321030786,132747,IRN,TWN,3,107,Iran
6619,2004,11922796470,2707760,IRN,ANS,3,107,Iran
6620,2005,14347663360,43149623,IRN,ANS,3,107,Iran
6621,2011,10812965888,59084412,IRN,TUR,9,107,Iran
6622,2012,10546894848,71743056,IRN,TUR,9,107,Iran
6623,2011,14661059584,1378811,IRN,TWN,9,107,Iran
6624,2014,19721608019,3754756,IRQ,CHN,3,108,Iraq
6625,2015,12039302807,4835186,IRQ,CHN,3,108,Iraq
6626,2012,12018450810,12409382,IRQ,CHN,3,108,Iraq
6627,2013,17078615592,3895287,IRQ,CHN,3,108,Iraq
6628,2016,10127557916,1330507,IRQ,CHN,3,108,Iraq
6629,2017,13122208768,3307207,IRQ,CHN,3,108,Iraq
6630,2011,16498890301,23426891,IRQ,IND,3,108,Iraq
6631,2014,15195327025,30768061,IRQ,IND,3,108,Iraq
6632,2015,10677151515,12866804,IRQ,IND,3,108,Iraq
6633,2012,18480462870,136869520,IRQ,IND,3,108,Iraq
6634,2013,19147007329,6336160,IRQ,IND,3,108,Iraq
6635,2017,14479430851,167148438,IRQ,IND,3,108,Iraq
6636,2010,11982200687,1793036,IRQ,USA,3,108,Iraq
6637,2011,16481682195,2274781,IRQ,USA,3,108,Iraq
6638,2014,13332231312,6423476,IRQ,USA,3,108,Iraq
6639,2007,10797940709,725109,IRQ,USA,3,108,Iraq
6640,2012,18649745779,2450439,IRQ,USA,3,108,Iraq
6641,2013,12856548163,3620758,IRQ,USA,3,108,Iraq
6642,2008,21572844473,653690,IRQ,USA,3,108,Iraq
6643,2017,10594352696,8718504,IRQ,USA,3,108,Iraq
6644,2006,11240171432,454722,IRQ,USA,3,108,Iraq
6645,2017,8393358413,2002456328,MYS,CHN,3,153,Malaysia
6646,2011,13307405232,248399364,MYS,JPN,3,153,Malaysia
6647,2012,15446559978,184405779,MYS,JPN,3,153,Malaysia
6648,2013,14771879978,480958468,MYS,JPN,3,153,Malaysia
6649,2014,14440448966,295828005,MYS,JPN,3,153,Malaysia
6650,2007,5178247671,6265576464,MYS,SGP,3,153,Malaysia
6651,2008,8674364418,9236535500,MYS,SGP,3,153,Malaysia
6652,2009,5111389434,6267714575,MYS,SGP,3,153,Malaysia
6653,2010,9114732096,10435038534,MYS,SGP,3,153,Malaysia
6654,2011,11173625349,17650873016,MYS,SGP,3,153,Malaysia
6655,2012,12345542047,18709113310,MYS,SGP,3,153,Malaysia
6656,2013,10904775804,18475038475,MYS,SGP,3,153,Malaysia
6657,2014,10969679921,18030517292,MYS,SGP,3,153,Malaysia
6658,2015,6466601446,10833539138,MYS,SGP,3,153,Malaysia
6659,2016,5768491724,9076052311,MYS,SGP,3,153,Malaysia
6660,2017,5792010059,10263743713,MYS,SGP,3,153,Malaysia
6661,2010,4834570264,5927780219,MYS,CHN,7,153,Malaysia
6662,2011,5331859797,6390306662,MYS,CHN,7,153,Malaysia
6663,2012,5401807396,7210714644,MYS,CHN,7,153,Malaysia
6664,2013,4392840492,8624453639,MYS,CHN,7,153,Malaysia
6665,2014,5107394660,8208279716,MYS,CHN,7,153,Malaysia
6666,2015,4219946391,7815166451,MYS,CHN,7,153,Malaysia
6667,2016,4221262736,6779346149,MYS,CHN,7,153,Malaysia
6668,2017,4742533247,7773313666,MYS,CHN,7,153,Malaysia
6669,2000,8455760009,2375720495,MYS,USA,7,153,Malaysia
6670,2002,9326604569,2161563792,MYS,USA,7,153,Malaysia
6671,2004,11413099474,2721941515,MYS,USA,7,153,Malaysia
6672,2005,12965246946,3046441140,MYS,USA,7,153,Malaysia
6673,2006,15209067820,2542787708,MYS,USA,7,153,Malaysia
6674,2007,13989754137,2282237143,MYS,USA,7,153,Malaysia
6675,2008,12247429558,2398608430,MYS,USA,7,153,Malaysia
6676,2009,9569414470,1942179786,MYS,USA,7,153,Malaysia
6677,2003,10117978626,1826917405,MYS,USA,7,153,Malaysia
6678,2004,5024630934,5031787024,MYS,SGP,7,153,Malaysia
6679,2005,4690437631,5348569047,MYS,SGP,7,153,Malaysia
6680,2006,4169649267,5980649066,MYS,SGP,7,153,Malaysia
6681,2007,5654828138,6645901547,MYS,SGP,7,153,Malaysia
6682,2008,5746280813,7848823804,MYS,SGP,7,153,Malaysia
6683,2009,4057718931,6007686833,MYS,SGP,7,153,Malaysia
6684,2010,5496031957,6576170316,MYS,SGP,7,153,Malaysia
6685,2011,5346325193,6921131738,MYS,SGP,7,153,Malaysia
6686,2012,5584621072,7447156270,MYS,SGP,7,153,Malaysia
6687,2013,4247502022,7523365523,MYS,SGP,7,153,Malaysia
6688,2014,4285025849,7302739085,MYS,SGP,7,153,Malaysia
6689,2015,4524648412,6147072019,MYS,SGP,7,153,Malaysia
6690,2016,4730537093,5590671937,MYS,SGP,7,153,Malaysia
6691,2017,4232642331,5969107553,MYS,SGP,7,153,Malaysia
6692,2013,262396090,10070611033,MYS,CHN,0,153,Malaysia
6693,2013,5976345105,4264706844,MYS,CHN,5,153,Malaysia
6694,2004,9381990032,2383126062,MYS,CHN,8,153,Malaysia
6695,2005,11857002949,2989758115,MYS,CHN,8,153,Malaysia
6696,2006,13619494359,3759123095,MYS,CHN,8,153,Malaysia
6697,2007,15812265956,5071544434,MYS,CHN,8,153,Malaysia
6698,2008,16384077376,4993426448,MYS,CHN,8,153,Malaysia
6699,2009,17580992018,4894879541,MYS,CHN,8,153,Malaysia
6700,2010,27148943689,5769026093,MYS,CHN,8,153,Malaysia
6701,2011,32631530184,6359782800,MYS,CHN,8,153,Malaysia
6702,2012,31457584201,8152651643,MYS,CHN,8,153,Malaysia
6703,2013,33731050901,8556887825,MYS,CHN,8,153,Malaysia
6704,2014,32034733497,9107697134,MYS,CHN,8,153,Malaysia
6705,2015,30524556376,9054448751,MYS,CHN,8,153,Malaysia
6706,2016,29913026012,8424866068,MYS,CHN,8,153,Malaysia
6707,2017,29001697602,10467869397,MYS,CHN,8,153,Malaysia
6708,2014,8890814339,1608899456,MYS,HKG,8,153,Malaysia
6709,2017,11585616034,1956957781,MYS,HKG,8,153,Malaysia
6710,2000,4318737804,5969277870,MYS,JPN,8,153,Malaysia
6711,2011,5262986118,4774270448,MYS,JPN,8,153,Malaysia
6712,1996,8601037081,4749131733,MYS,USA,8,153,Malaysia
6713,1997,8499783326,4778779605,MYS,USA,8,153,Malaysia
6714,1999,9072459921,5378138131,MYS,USA,8,153,Malaysia
6715,2000,11257917469,6534463889,MYS,USA,8,153,Malaysia
6716,2002,9744136018,5736297816,MYS,USA,8,153,Malaysia
6717,2004,10462679975,8441099321,MYS,USA,8,153,Malaysia
6718,2005,13801263277,7711033102,MYS,USA,8,153,Malaysia
6719,2006,13240972720,6970353618,MYS,USA,8,153,Malaysia
6720,2007,10993660267,6536006535,MYS,USA,8,153,Malaysia
6721,2008,9267935491,7209186026,MYS,USA,8,153,Malaysia
6722,2009,7921846977,5052321482,MYS,USA,8,153,Malaysia
6723,2010,11101290169,6719003701,MYS,USA,8,153,Malaysia
6724,2011,11946174357,6425176055,MYS,USA,8,153,Malaysia
6725,2012,12342826989,5580044813,MYS,USA,8,153,Malaysia
6726,2013,14145767555,4800604681,MYS,USA,8,153,Malaysia
6727,2014,17154961127,5716789053,MYS,USA,8,153,Malaysia
6728,2015,20478592956,5737722814,MYS,USA,8,153,Malaysia
6729,2016,23339926893,5661672086,MYS,USA,8,153,Malaysia
6730,1995,8999188953,5510432734,MYS,USA,8,153,Malaysia
6731,2001,9489745724,4790021801,MYS,USA,8,153,Malaysia
6732,2003,10040817539,7095857373,MYS,USA,8,153,Malaysia
6733,2017,23387535538,5412276312,MYS,USA,8,153,Malaysia
6734,1998,7992632290,4448814019,MYS,USA,8,153,Malaysia
6735,1996,8448147109,10113602966,MYS,SGP,8,153,Malaysia
6736,1997,7859448630,8957039763,MYS,SGP,8,153,Malaysia
6737,1999,7685882461,9234255412,MYS,SGP,8,153,Malaysia
6738,2000,9777737537,13193481907,MYS,SGP,8,153,Malaysia
6739,2002,11009762751,11612221519,MYS,SGP,8,153,Malaysia
6740,2004,12922512198,13206965472,MYS,SGP,8,153,Malaysia
6741,2005,10591168865,14441974429,MYS,SGP,8,153,Malaysia
6742,2006,11543116097,16894733770,MYS,SGP,8,153,Malaysia
6743,2007,16247987843,17443642297,MYS,SGP,8,153,Malaysia
6744,2008,14609924377,14143558111,MYS,SGP,8,153,Malaysia
6745,2009,7829057588,11146696787,MYS,SGP,8,153,Malaysia
6746,2010,12830664693,15395735393,MYS,SGP,8,153,Malaysia
6747,2011,12556477484,14333022934,MYS,SGP,8,153,Malaysia
6748,2012,12594246395,12866242687,MYS,SGP,8,153,Malaysia
6749,2013,10446619793,12103833531,MYS,SGP,8,153,Malaysia
6750,2014,10611011644,11255478152,MYS,SGP,8,153,Malaysia
6751,2015,10266135881,11242371981,MYS,SGP,8,153,Malaysia
6752,2016,10609370792,11469157090,MYS,SGP,8,153,Malaysia
6753,1995,8141023853,9931906680,MYS,SGP,8,153,Malaysia
6754,2001,9840173488,11075929595,MYS,SGP,8,153,Malaysia
6755,2003,11406886889,11719508727,MYS,SGP,8,153,Malaysia
6756,2017,16274024574,13522643409,MYS,SGP,8,153,Malaysia
6757,1998,6631458682,7933861755,MYS,SGP,8,153,Malaysia
6758,2008,10849511001,18958791,OMN,CHN,3,167,Oman
6759,2011,12861381016,37202366,OMN,CHN,3,167,Oman
6760,2012,15258584212,44800088,OMN,CHN,3,167,Oman
6761,2013,18385536695,47208216,OMN,CHN,3,167,Oman
6762,2015,13539369130,142069880,OMN,CHN,3,167,Oman
6763,2017,11964411245,36731409,OMN,CHN,3,167,Oman
6764,2014,21761226475,105259963,OMN,CHN,3,167,Oman
6765,2016,10629195530,128701572,OMN,CHN,3,167,Oman
6766,2008,12845855948,391192122,RUS,CHN,3,186,Russian Federation
6767,2015,19662865616,221366928,RUS,CHN,3,186,Russian Federation
6768,2016,18053514297,176579299,RUS,CHN,3,186,Russian Federation
6769,2017,26315728227,272853838,RUS,CHN,3,186,Russian Federation
6770,2012,29078139670,351162231,RUS,CHN,3,186,Russian Federation
6771,2010,12804416444,264014571,RUS,CHN,3,186,Russian Federation
6772,2011,25652708497,399707098,RUS,CHN,3,186,Russian Federation
6773,2013,26564917870,323330282,RUS,CHN,3,186,Russian Federation
6774,2014,28844146954,228640271,RUS,CHN,3,186,Russian Federation
6775,2007,17575426556,119190523,RUS,DEU,3,186,Russian Federation
6776,2006,17022967446,97876814,RUS,DEU,3,186,Russian Federation
6777,2008,24308256069,181429603,RUS,DEU,3,186,Russian Federation
6778,2015,13419345791,174286809,RUS,DEU,3,186,Russian Federation
6779,2016,11365707810,180470757,RUS,DEU,3,186,Russian Federation
6780,2005,16496572454,63465252,RUS,DEU,3,186,Russian Federation
6781,2017,17870221660,175312543,RUS,DEU,3,186,Russian Federation
6782,2009,15432089135,142513821,RUS,DEU,3,186,Russian Federation
6783,2012,28297358120,419365697,RUS,DEU,3,186,Russian Federation
6784,2010,20616200440,242303534,RUS,DEU,3,186,Russian Federation
6785,2011,28393046437,349434517,RUS,DEU,3,186,Russian Federation
6786,2013,27129511036,318778784,RUS,DEU,3,186,Russian Federation
6787,2014,23223023143,280999108,RUS,DEU,3,186,Russian Federation
6788,2011,9993133612,14484491,RUS,ESP,3,186,Russian Federation
6789,2008,10916559552,379969902,RUS,FIN,3,186,Russian Federation
6790,2012,9931382153,449281753,RUS,FIN,3,186,Russian Federation
6791,2011,12433485185,378867101,RUS,FIN,3,186,Russian Federation
6792,2013,10511700036,497879028,RUS,FIN,3,186,Russian Federation
6793,2007,11642803998,21932952,RUS,FRA,3,186,Russian Federation
6794,2006,10208770020,29563600,RUS,FRA,3,186,Russian Federation
6795,2008,16725355837,25139311,RUS,FRA,3,186,Russian Federation
6796,2009,10386818548,15711674,RUS,FRA,3,186,Russian Federation
6797,2012,12782911134,91204205,RUS,FRA,3,186,Russian Federation
6798,2010,13366283002,20464625,RUS,FRA,3,186,Russian Federation
6799,2011,16247997434,26069715,RUS,FRA,3,186,Russian Federation
6800,2013,11378306445,39293000,RUS,FRA,3,186,Russian Federation
6801,2014,11041902859,35195339,RUS,FRA,3,186,Russian Federation
6802,2007,17700064914,12438083,RUS,ITA,3,186,Russian Federation
6803,2015,12052281072,27933959,RUS,ITA,3,186,Russian Federation
6804,2017,10384526491,24869289,RUS,ITA,3,186,Russian Federation
6805,2009,14295816068,13072914,RUS,ITA,3,186,Russian Federation
6806,2012,19324181585,46271483,RUS,ITA,3,186,Russian Federation
6807,2010,20831955976,28951435,RUS,ITA,3,186,Russian Federation
6808,2011,18891200101,35733540,RUS,ITA,3,186,Russian Federation
6809,2013,22150894516,33411154,RUS,ITA,3,186,Russian Federation
6810,2014,26356601583,35457173,RUS,ITA,3,186,Russian Federation
6811,2015,11579161502,46273746,RUS,JPN,3,186,Russian Federation
6812,2012,14206618647,60682940,RUS,JPN,3,186,Russian Federation
6813,2010,10928635483,37441412,RUS,JPN,3,186,Russian Federation
6814,2011,12712838479,56753937,RUS,JPN,3,186,Russian Federation
6815,2013,17949879732,58695734,RUS,JPN,3,186,Russian Federation
6816,2014,18516761079,58403965,RUS,JPN,3,186,Russian Federation
6817,2013,11568021130,138313806,RUS,KOR,3,186,Russian Federation
6818,2014,13337590476,137384053,RUS,KOR,3,186,Russian Federation
6819,2007,32725301254,113951497,RUS,NLD,3,186,Russian Federation
6820,2006,28104405281,71470599,RUS,NLD,3,186,Russian Federation
6821,2008,48148005960,36845673,RUS,NLD,3,186,Russian Federation
6822,2015,31513999507,57547842,RUS,NLD,3,186,Russian Federation
6823,2016,23754697130,49322892,RUS,NLD,3,186,Russian Federation
6824,2004,11321465103,16316466,RUS,NLD,3,186,Russian Federation
6825,2005,19248736242,11495707,RUS,NLD,3,186,Russian Federation
6826,2017,29366906212,97828659,RUS,NLD,3,186,Russian Federation
6827,2009,30283332895,32006170,RUS,NLD,3,186,Russian Federation
6828,2012,66697598532,185872778,RUS,NLD,3,186,Russian Federation
6829,2010,45669110256,43683011,RUS,NLD,3,186,Russian Federation
6830,2011,53663212831,176999933,RUS,NLD,3,186,Russian Federation
6831,2013,60130516006,130892843,RUS,NLD,3,186,Russian Federation
6832,2014,57172973892,81108774,RUS,NLD,3,186,Russian Federation
6833,2007,10341095818,38498950,RUS,POL,3,186,Russian Federation
6834,2008,15792672544,62666541,RUS,POL,3,186,Russian Federation
6835,2012,20574970731,175070717,RUS,POL,3,186,Russian Federation
6836,2010,13044749478,64477671,RUS,POL,3,186,Russian Federation
6837,2011,18866103442,58592406,RUS,POL,3,186,Russian Federation
6838,2013,18787381120,131001939,RUS,POL,3,186,Russian Federation
6839,2014,17285603910,101660648,RUS,POL,3,186,Russian Federation
6840,2007,9960802797,224288334,RUS,TUR,3,186,Russian Federation
6841,2008,10111010817,1294658233,RUS,UKR,3,186,Russian Federation
6842,2012,18353656921,1419886414,RUS,UKR,3,186,Russian Federation
6843,2010,14893558684,1550277111,RUS,UKR,3,186,Russian Federation
6844,2011,19279019915,3147767850,RUS,UKR,3,186,Russian Federation
6845,2013,14815308918,773141961,RUS,UKR,3,186,Russian Federation
6846,2007,10858023589,90463248,RUS,USA,3,186,Russian Federation
6847,2006,10032502541,46472554,RUS,USA,3,186,Russian Federation
6848,2008,16948361473,409898439,RUS,USA,3,186,Russian Federation
6849,2009,13000543667,57283096,RUS,USA,3,186,Russian Federation
6850,2012,20727688440,268469656,RUS,USA,3,186,Russian Federation
6851,2010,18190261385,209186880,RUS,USA,3,186,Russian Federation
6852,2011,24756127743,422065094,RUS,USA,3,186,Russian Federation
6853,2013,18884642671,162681759,RUS,USA,3,186,Russian Federation
6854,2014,13583768269,72020937,RUS,USA,3,186,Russian Federation
6855,2007,43242420210,202827998,RUS,ANS,3,186,Russian Federation
6856,2006,21429910349,60309937,RUS,ANS,3,186,Russian Federation
6857,2008,33243775830,93676183,RUS,ANS,3,186,Russian Federation
6858,2015,42185826773,390687265,RUS,ANS,3,186,Russian Federation
6859,2004,10472311422,50253882,RUS,ANS,3,186,Russian Federation
6860,2005,15214102538,63774612,RUS,ANS,3,186,Russian Federation
6861,2009,20760684423,77645602,RUS,ANS,3,186,Russian Federation
6862,2012,62402229573,213475052,RUS,ANS,3,186,Russian Federation
6863,2010,48112564340,126924559,RUS,ANS,3,186,Russian Federation
6864,2011,64271265212,195344001,RUS,ANS,3,186,Russian Federation
6865,2013,67250909546,211245416,RUS,ANS,3,186,Russian Federation
6866,2014,55251487940,212801880,RUS,ANS,3,186,Russian Federation
6867,2009,11296795200,78690611,RUS,BLR,3,186,Russian Federation
6868,2012,15944458989,313310095,RUS,BLR,3,186,Russian Federation
6869,2013,12369456746,910763524,RUS,BLR,3,186,Russian Federation
6870,2014,11679370636,1282920676,RUS,BLR,3,186,Russian Federation
6871,2014,11336831336,33201797,RUS,LVA,3,186,Russian Federation
6872,2012,136515197,11015535183,RUS,DEU,6,186,Russian Federation
6873,2013,96288936,10137383655,RUS,DEU,6,186,Russian Federation
6874,2008,69558861,12532009299,RUS,JPN,6,186,Russian Federation
6875,2016,923624735,9996648861,RUS,CHN,7,186,Russian Federation
6876,2017,1002266211,11566544027,RUS,CHN,7,186,Russian Federation
6877,2012,1016709485,11169995396,RUS,CHN,7,186,Russian Federation
6878,2011,339846705,9937525324,RUS,CHN,7,186,Russian Federation
6879,2013,1068889719,10917165468,RUS,CHN,7,186,Russian Federation
6880,2014,1278426429,10918105967,RUS,CHN,7,186,Russian Federation
6881,2007,231759220,12470784263,RUS,DEU,7,186,Russian Federation
6882,2008,291671545,15647929715,RUS,DEU,7,186,Russian Federation
6883,2012,332294367,15704221472,RUS,DEU,7,186,Russian Federation
6884,2010,250454408,10778277098,RUS,DEU,7,186,Russian Federation
6885,2011,274525413,15596468866,RUS,DEU,7,186,Russian Federation
6886,2013,417063805,15199255146,RUS,DEU,7,186,Russian Federation
6887,2014,661786193,12314370768,RUS,DEU,7,186,Russian Federation
6888,2008,10432437504,1303188864,RUS,DEU,9,186,Russian Federation
6889,2015,8789009408,1556306560,RUS,DEU,9,186,Russian Federation
6890,2012,10584111104,1714264576,RUS,DEU,9,186,Russian Federation
6891,2011,9927628576,1735790848,RUS,DEU,9,186,Russian Federation
6892,2013,11396806656,1800240512,RUS,DEU,9,186,Russian Federation
6893,2014,12464362496,1733402752,RUS,DEU,9,186,Russian Federation
6894,2006,12324953456,0,RUS,ITA,9,186,Russian Federation
6895,2008,22992621424,112953592,RUS,ITA,9,186,Russian Federation
6896,2008,14483581952,27767624,RUS,TUR,9,186,Russian Federation
6897,2012,12726232064,42232060,RUS,TUR,9,186,Russian Federation
6898,2011,11874035712,43770104,RUS,TUR,9,186,Russian Federation
6899,2013,10999939072,39769772,RUS,TUR,9,186,Russian Federation
6900,2014,10593808384,35880852,RUS,TUR,9,186,Russian Federation
6901,2015,10796590080,796566528,RUS,ANS,9,186,Russian Federation
6902,2009,13912811520,6531147776,RUS,ANS,9,186,Russian Federation
6903,1997,2390007552,14054988800,RUS,ANS,9,186,Russian Federation
6904,2011,8008045568,5999999488,RUS,ANS,9,186,Russian Federation
6905,2014,11645750272,678199936,RUS,ANS,9,186,Russian Federation
6906,2007,7492202496,4035243520,RUS,BLR,9,186,Russian Federation
6907,2008,10295726080,4788376064,RUS,BLR,9,186,Russian Federation
6908,2010,7837229056,4504251392,RUS,BLR,9,186,Russian Federation
6909,2011,10650211328,6902697472,RUS,BLR,9,186,Russian Federation
6910,2007,18654293,10279127915,RUS,CHN,0,186,Russian Federation
6911,2012,8287408,10682061321,RUS,CHN,0,186,Russian Federation
6912,2013,15336779,13580047637,RUS,CHN,0,186,Russian Federation
6913,2014,16710013,14523456233,RUS,CHN,0,186,Russian Federation
6914,2016,5478671402,4633435864,RUS,CHN,1,186,Russian Federation
